no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
3,0,0,3,1,0,4,267,10,1,0,0,0,128.7,1,1
2,0,2,6,1,0,1,71,7,0,0,0,0,93.6,0,1
2,2,2,3,1,0,6,99,5,1,0,0,0,187.85,0,0
2,0,2,1,2,0,1,124,8,0,0,0,0,94.5,0,1
2,0,1,2,1,0,1,46,1,0,0,0,0,60.0,0,0
3,0,1,1,1,0,4,27,6,1,0,0,0,177.0,1,0
2,0,2,2,1,0,4,68,11,0,0,0,0,60.0,0,0
2,0,0,2,0,0,1,36,10,1,0,0,0,109.0,2,0
2,2,0,1,1,0,6,7,7,1,0,0,0,201.0,1,0
2,0,0,1,1,0,4,101,8,1,0,0,0,101.18,1,0
2,0,0,1,1,0,1,87,4,1,0,0,0,74.15,0,1
2,0,1,2,1,0,1,0,5,1,0,0,0,0.0,0,0
3,0,1,1,1,0,4,35,10,1,0,0,0,175.5,1,0
2,0,1,2,1,0,1,77,9,0,0,0,0,136.0,0,0
2,0,0,2,1,0,1,317,9,0,0,0,0,120.0,0,1
3,0,1,2,1,0,1,152,8,1,0,0,0,110.65,2,1
2,0,1,3,1,0,4,15,6,1,0,0,0,136.0,0,1
2,0,0,3,0,0,1,24,5,1,0,0,0,99.33,1,0
2,0,1,2,2,0,1,418,9,0,0,0,0,107.0,0,1
2,1,2,3,1,0,1,146,7,1,0,0,0,116.45,1,0
1,0,0,1,1,0,1,0,9,4,0,0,0,0.0,0,0
2,0,2,5,1,0,4,49,11,1,0,0,0,101.51,1,0
1,0,0,1,1,0,1,6,4,2,0,0,0,88.2,0,0
2,0,0,4,1,0,6,158,5,1,0,0,0,198.9,0,1
1,0,2,1,1,0,1,2,5,2,1,3,32,65.0,0,0
3,0,1,0,1,0,4,40,10,1,0,0,0,158.4,1,0
2,0,2,1,1,0,1,172,7,1,0,0,0,96.3,2,0
2,0,0,1,0,0,1,1,7,1,0,0,0,99.0,1,0
2,0,0,2,2,0,1,74,9,0,0,0,0,101.5,0,0
1,0,0,1,1,0,1,6,6,2,1,0,4,65.0,1,0
1,0,1,0,1,0,1,118,9,0,0,0,0,125.0,0,1
1,0,1,2,1,0,1,61,5,1,0,0,0,121.5,0,0
2,0,2,1,2,0,1,138,8,0,0,0,0,94.5,0,1
2,0,0,3,1,0,1,92,4,1,0,0,0,93.3,1,0
2,0,0,3,1,0,4,8,8,1,0,0,0,116.78,1,0
2,0,2,1,1,0,1,205,5,0,0,0,0,90.0,0,1
1,0,0,2,1,0,1,57,10,1,0,0,0,85.5,3,0
2,0,0,4,0,0,1,100,4,1,0,0,0,82.88,0,1
1,0,0,1,1,0,1,0,3,0,0,0,0,75.0,0,0
1,0,2,2,1,0,1,28,2,1,0,0,0,76.95,0,1
2,0,2,2,1,0,4,47,11,0,0,0,0,60.0,1,0
2,2,1,4,1,0,7,36,7,1,0,0,0,278.9,0,1
1,0,0,1,1,0,1,12,6,0,0,0,0,90.0,1,0
2,1,1,0,1,0,1,16,6,1,0,0,0,134.8,1,0
2,1,1,2,1,0,1,81,8,1,0,0,0,134.1,0,1
2,0,0,3,1,0,1,304,11,0,0,0,0,89.0,0,1
2,0,0,3,0,0,1,0,7,1,0,0,0,145.67,0,0
1,0,1,0,1,0,1,5,9,2,1,0,3,65.0,1,0
2,0,1,2,1,0,1,66,10,0,0,0,0,75.0,0,0
2,2,2,4,1,0,6,54,4,1,0,0,0,187.85,0,1
3,0,2,5,1,0,4,126,8,1,0,0,0,140.27,0,1
2,0,1,2,1,0,1,81,3,0,0,0,0,65.0,0,0
1,0,0,2,1,0,1,164,10,0,0,0,0,100.0,0,0
2,0,2,2,1,0,4,148,5,1,0,0,0,108.16,1,0
2,0,2,0,1,0,1,61,10,0,0,0,0,91.0,0,0
2,0,1,2,1,0,1,267,9,0,0,0,0,95.0,0,1
1,0,1,3,1,0,4,12,9,2,0,0,0,110.0,0,1
2,0,2,1,1,0,1,49,12,1,0,0,0,106.2,2,0
2,0,0,4,1,0,1,175,8,1,0,0,0,112.63,0,1
2,0,0,2,2,0,1,63,9,0,0,0,0,116.0,0,0
2,1,1,0,1,0,1,62,8,1,0,0,0,152.1,0,1
2,0,1,1,1,0,4,4,9,1,0,0,0,170.0,2,0
2,0,2,1,0,0,1,11,5,1,0,0,0,109.0,1,0
0,2,1,4,1,0,2,136,11,1,0,0,0,76.16,0,1
2,0,0,3,0,1,1,141,7,1,0,0,0,103.5,1,0
2,0,0,3,1,0,1,35,6,1,0,0,0,117.9,0,1
2,0,0,3,1,0,1,204,5,0,0,0,0,100.0,0,1
2,0,2,2,1,0,1,15,2,0,0,0,0,87.0,0,0
1,0,0,1,2,0,1,6,12,1,0,0,0,0.0,0,0
2,0,0,1,0,0,1,244,9,1,0,0,0,85.5,1,1
2,0,0,2,1,0,2,11,12,4,0,0,0,0.0,1,0
1,0,0,3,1,0,1,166,11,0,0,0,0,110.0,0,1
2,0,1,2,0,0,1,46,12,1,0,0,0,79.2,1,0
2,1,1,2,2,0,1,96,8,1,0,0,0,178.65,2,0
2,0,1,3,0,0,1,26,10,1,0,0,0,103.76,1,0
2,0,0,1,1,0,1,3,4,1,0,0,0,101.0,2,0
2,0,0,2,2,0,1,102,10,0,0,0,0,101.5,0,1
2,0,2,2,1,0,1,25,10,0,0,0,0,85.0,0,0
1,0,0,2,1,0,1,4,6,0,0,0,0,95.0,0,0
2,0,1,2,1,0,1,159,9,0,0,0,0,144.0,0,1
1,0,1,2,1,0,1,3,2,2,1,0,1,66.0,0,0
2,0,1,0,0,0,1,3,10,1,0,0,0,87.78,1,0
2,0,1,2,1,0,1,78,3,0,0,0,0,100.0,0,1
2,0,1,4,0,0,1,178,7,1,0,0,0,80.75,1,0
2,0,1,5,0,0,1,85,3,1,0,0,0,72.25,2,0
2,0,1,3,1,0,1,122,5,1,0,0,0,99.45,0,0
1,0,0,1,1,0,1,0,6,1,0,0,0,97.0,0,0
2,0,2,2,1,0,1,65,12,0,0,0,0,68.0,1,0
2,0,2,2,1,0,4,36,6,1,0,0,0,87.89,1,0
2,0,2,2,1,0,1,174,9,1,0,0,0,119.85,1,1
2,0,0,3,1,0,1,186,8,0,0,0,0,72.25,0,0
2,0,0,2,1,0,1,317,9,0,0,0,0,120.0,0,1
2,0,0,2,0,0,1,17,3,1,0,0,0,88.0,1,0
2,0,2,1,1,0,1,282,10,0,0,0,0,76.67,0,0
2,0,1,1,1,0,6,13,8,1,0,0,0,153.0,0,0
2,0,1,3,1,0,1,12,5,2,0,0,0,111.35,0,0
1,0,0,2,1,0,1,2,1,2,1,0,1,66.0,0,0
2,0,1,3,1,0,4,37,10,0,0,0,0,71.25,0,0
2,0,0,2,1,0,1,122,4,0,0,0,0,85.0,0,0
1,0,0,3,1,0,1,29,11,0,0,0,0,67.5,1,0
2,0,1,2,1,0,1,207,12,0,0,0,0,161.67,0,0
3,0,0,2,1,0,4,145,8,1,0,0,0,151.2,0,0
2,0,2,2,1,0,1,134,12,0,0,0,0,65.0,0,0
1,0,1,2,1,0,1,84,4,1,0,0,0,90.9,2,0
2,0,2,3,1,0,1,8,11,1,0,0,0,65.54,0,1
2,1,2,3,2,0,1,121,9,1,0,0,0,181.17,2,0
2,0,1,3,1,0,1,265,12,1,0,0,0,73.95,0,1
1,0,1,0,0,0,1,23,10,1,0,0,0,114.0,1,0
2,0,1,3,0,0,1,17,3,1,0,0,0,97.0,0,1
1,0,0,2,1,0,1,192,6,0,0,0,0,95.0,0,0
1,0,2,2,1,0,1,163,6,0,0,0,0,100.0,0,1
2,0,1,4,1,0,1,64,11,1,0,0,0,88.4,2,0
2,0,1,2,1,0,1,191,6,0,0,0,0,132.0,0,1
1,0,0,2,2,0,1,6,12,1,0,0,0,0.0,0,0
2,0,1,3,1,0,4,59,9,1,0,0,0,123.98,1,0
2,0,2,2,1,0,4,239,10,1,0,0,0,101.58,3,0
1,0,0,1,0,0,1,14,11,1,0,0,0,100.0,1,0
1,0,0,1,1,0,1,0,10,1,0,0,0,139.0,0,0
1,0,1,3,1,0,4,3,9,3,1,0,3,110.0,0,0
2,0,1,0,1,0,1,8,4,1,0,0,0,101.0,0,1
1,0,2,3,1,0,1,33,11,1,0,0,0,131.88,1,0
1,0,1,2,1,0,1,31,9,0,0,0,0,70.0,0,0
2,0,0,2,1,0,5,34,10,1,0,0,0,144.0,0,0
2,0,1,3,0,0,1,74,12,1,0,0,0,74.8,0,1
2,0,0,1,0,0,1,54,8,1,0,0,0,125.1,0,1
2,2,2,2,1,0,6,221,7,1,0,0,0,187.0,0,1
2,0,0,2,1,0,4,75,5,1,0,0,0,140.4,1,1
2,0,0,1,1,0,1,22,9,1,0,0,0,159.0,3,0
2,0,2,2,1,0,1,48,3,1,0,0,0,93.5,2,0
2,0,0,1,0,0,1,142,8,1,0,0,0,94.5,2,0
2,0,0,1,1,0,1,69,5,1,0,0,0,135.9,1,0
2,0,0,3,1,0,1,72,3,1,0,0,0,67.22,1,0
2,1,0,2,1,0,1,21,10,1,0,0,0,169.0,1,0
3,0,0,2,1,0,4,37,10,1,0,0,0,158.4,2,0
2,0,0,1,1,0,4,35,12,1,0,0,0,97.0,1,0
2,0,1,3,0,0,1,21,11,0,0,0,0,59.5,0,0
2,2,1,0,1,0,6,0,7,1,0,0,0,177.0,0,0
2,0,0,1,1,0,1,30,2,1,0,0,0,81.9,0,1
2,0,2,3,1,0,4,192,7,1,0,0,0,99.45,0,1
1,0,0,2,1,0,1,22,3,2,0,0,0,89.0,0,0
2,0,1,3,1,0,1,49,3,0,0,0,0,67.32,0,0
1,0,0,1,1,0,4,1,10,1,0,0,0,155.0,1,0
1,0,0,1,1,0,1,22,9,1,0,0,0,149.0,2,0
2,0,0,2,1,0,1,86,9,0,0,0,0,105.0,0,0
2,0,2,3,1,0,1,172,10,0,0,0,0,80.75,0,0
2,0,1,3,1,0,4,160,10,1,0,0,0,132.3,0,1
1,0,0,1,1,0,1,3,10,1,0,0,0,130.0,2,0
1,0,0,1,1,0,1,152,1,0,0,0,0,71.0,0,0
3,0,1,0,1,0,4,28,9,1,0,0,0,146.0,3,0
2,0,2,1,1,0,1,15,12,0,0,0,0,38.67,1,0
2,0,2,1,0,0,1,84,9,1,0,0,0,125.1,2,0
2,0,1,2,1,0,1,91,9,0,0,0,0,80.0,0,0
3,0,1,1,1,0,4,46,5,1,0,0,0,163.8,2,0
2,0,0,1,1,0,2,71,10,1,0,0,0,108.0,1,0
2,0,2,1,0,0,1,19,6,1,0,0,0,119.0,1,0
3,0,1,1,1,0,4,1,4,1,0,0,0,137.0,1,0
2,0,1,1,0,0,1,24,7,1,0,0,0,139.0,1,0
2,0,0,2,1,0,1,1,10,0,0,0,0,100.8,0,0
2,1,0,1,1,0,1,13,8,1,0,0,0,75.0,1,0
2,0,1,1,2,0,1,247,6,0,0,0,0,115.0,1,1
3,0,0,1,1,0,1,10,9,1,0,0,0,161.0,2,0
2,0,0,1,1,0,1,105,4,0,0,0,0,75.0,0,1
0,2,0,3,1,0,2,76,9,1,0,0,0,127.38,3,0
2,0,0,2,1,0,1,2,9,1,0,0,0,126.0,1,0
1,0,1,1,1,0,1,0,10,4,1,0,8,0.0,1,0
2,0,1,1,0,0,1,41,4,1,0,0,0,107.1,1,1
2,0,0,2,1,0,1,317,9,0,0,0,0,120.0,0,1
3,0,2,3,1,0,4,7,5,1,0,0,0,141.95,2,0
2,0,1,5,1,0,1,166,8,0,0,0,0,72.25,0,1
1,0,2,1,1,0,1,1,2,0,0,0,0,60.0,0,1
2,0,2,2,1,0,4,17,10,1,0,0,0,121.75,1,0
2,0,0,2,2,0,1,239,6,0,0,0,0,112.2,0,1
0,2,1,1,1,0,2,178,8,1,0,0,0,88.77,0,1
1,0,2,2,1,0,4,4,4,1,0,0,0,135.0,0,1
1,0,2,1,1,0,1,1,2,0,0,0,0,60.0,0,1
3,0,1,4,1,0,4,55,9,1,0,0,0,122.4,2,0
2,0,0,3,1,0,1,150,3,1,0,0,0,65.83,2,0
1,0,0,3,1,0,1,58,1,0,0,0,0,80.67,1,0
3,0,2,3,1,0,4,113,10,1,0,0,0,151.2,0,0
2,0,2,2,1,0,1,99,10,1,0,0,0,118.8,0,1
2,0,1,2,1,0,1,5,7,0,0,0,0,75.0,2,0
2,0,1,3,1,0,1,3,6,0,0,0,0,95.0,0,0
2,0,2,2,1,0,1,44,4,1,0,0,0,121.61,0,0
2,0,1,4,1,1,1,0,3,1,0,0,0,114.0,0,0
2,0,2,1,2,0,1,131,8,0,0,0,0,94.5,0,1
2,0,1,2,0,0,1,88,6,1,0,0,0,116.1,0,1
2,0,2,1,1,0,1,69,11,0,0,0,0,68.0,0,0
3,0,1,1,1,0,4,75,10,1,0,0,0,151.2,1,0
2,0,2,1,1,0,4,97,4,1,0,0,0,102.3,0,0
1,0,2,2,1,0,1,169,4,0,0,0,0,63.5,0,0
2,0,2,0,0,0,1,9,8,1,0,0,0,153.0,2,0
2,1,2,0,1,0,1,91,8,1,0,0,0,134.1,0,0
1,0,0,0,1,0,4,1,10,4,0,0,0,0.0,0,0
2,0,0,2,2,0,1,257,7,0,0,0,0,101.5,0,1
1,0,1,0,1,0,1,0,5,0,0,0,0,115.0,1,0
2,0,0,1,1,0,1,27,6,0,0,0,0,120.0,0,0
2,0,0,1,1,0,1,115,10,1,0,0,0,90.9,1,0
2,0,0,1,1,0,1,50,4,1,0,0,0,90.9,0,0
2,0,1,2,1,0,1,12,1,1,0,0,0,89.0,1,0
2,0,0,2,1,0,1,308,11,0,0,0,0,52.0,0,1
1,0,2,3,1,0,1,115,2,0,0,0,0,75.0,0,0
1,1,0,3,1,0,4,80,12,1,0,0,0,114.9,1,0
2,0,1,2,1,0,1,14,10,1,0,0,0,95.04,0,0
3,0,1,3,1,0,4,141,8,1,0,0,0,135.45,0,0
2,0,0,3,1,0,1,157,12,0,0,0,0,68.0,0,0
2,0,1,2,1,0,1,56,11,0,0,0,0,75.0,0,0
2,0,1,1,1,0,1,1,10,0,0,0,0,116.0,1,0
3,0,0,4,1,0,4,127,7,1,0,0,0,139.95,2,0
2,0,1,1,1,0,1,3,8,2,0,0,0,100.0,0,0
2,0,0,3,1,0,1,9,11,1,0,0,0,123.2,1,0
1,0,0,1,1,0,1,7,5,4,1,0,6,0.0,1,0
2,0,0,3,1,0,1,174,11,1,0,0,0,90.9,3,0
2,0,1,3,1,0,1,51,10,1,0,0,0,69.11,0,0
2,0,2,3,2,0,1,206,9,1,0,0,0,132.77,0,1
1,0,0,3,1,0,1,151,1,0,0,0,0,80.0,0,0
2,0,0,1,1,1,1,9,9,1,0,0,0,168.0,3,0
2,0,2,1,0,0,1,43,11,1,0,0,0,92.4,1,0
2,0,0,2,1,0,1,14,7,2,0,0,0,105.0,0,0
1,0,2,2,1,0,1,124,11,1,0,0,0,146.03,3,0
2,2,1,2,1,0,6,5,4,1,0,0,0,201.0,2,0
1,0,2,3,1,0,1,10,11,0,0,0,0,99.0,0,0
2,0,1,2,0,0,1,27,8,1,0,0,0,139.0,1,1
2,0,1,1,0,0,1,33,9,0,0,0,0,85.5,0,0
2,0,2,1,0,0,1,57,10,1,0,0,0,78.69,1,0
2,0,0,3,1,0,1,50,1,0,0,0,0,52.0,1,0
2,0,0,5,1,0,4,36,11,0,0,0,0,60.0,0,0
3,0,2,1,1,0,1,221,10,0,0,0,0,90.0,0,0
2,0,1,3,0,0,1,213,8,1,0,0,0,80.75,0,1
2,0,1,0,1,0,1,5,11,1,0,0,0,120.0,3,0
1,0,0,1,1,0,1,0,1,0,0,0,0,64.0,0,0
1,0,2,1,1,0,4,130,10,1,0,0,0,104.4,2,0
2,0,2,3,1,0,1,192,9,0,0,0,0,102.0,0,1
2,1,2,5,1,0,1,150,7,1,0,0,0,120.82,0,1
2,0,1,5,1,0,4,60,9,1,0,0,0,101.99,1,0
2,0,1,4,1,0,1,276,12,1,0,0,0,81.43,0,1
2,0,1,2,2,0,1,105,10,0,0,0,0,110.0,0,1
2,0,1,1,1,0,1,103,8,1,0,0,0,76.5,1,0
2,0,2,3,1,0,4,241,10,1,0,0,0,75.92,1,0
2,0,2,5,2,0,1,277,9,0,0,0,0,89.14,1,0
1,0,1,3,1,0,1,60,10,0,0,0,0,60.0,0,0
2,0,0,3,1,0,1,30,10,1,0,0,0,96.3,5,0
2,1,0,4,1,1,1,0,10,2,0,0,0,107.0,3,0
2,2,1,1,1,0,6,2,4,1,0,0,0,211.0,2,0
2,0,1,2,1,0,1,4,12,1,0,0,0,90.33,0,0
3,0,1,1,1,0,4,53,7,1,0,0,0,137.7,2,0
1,0,2,1,1,0,1,4,2,2,1,0,2,66.0,0,0
2,0,2,5,1,0,4,125,7,1,0,0,0,113.41,0,1
2,0,1,2,1,0,1,168,4,0,0,0,0,85.0,0,1
2,0,1,0,1,0,1,263,9,0,0,0,0,67.0,0,0
1,0,0,3,1,0,1,71,6,0,0,0,0,120.0,0,0
1,0,0,3,1,0,1,19,10,0,1,1,0,80.0,0,0
2,0,1,3,1,0,4,204,8,1,0,0,0,99.45,0,1
2,0,1,3,1,0,1,33,1,2,0,0,0,64.0,0,0
2,0,0,3,1,0,1,274,8,1,0,0,0,107.0,2,1
1,0,2,1,1,0,1,20,10,2,0,0,0,65.0,0,0
2,0,0,1,1,0,4,0,9,1,0,0,0,155.0,2,0
2,0,1,2,1,0,1,46,7,1,0,0,0,117.9,1,0
3,0,0,5,1,0,4,35,4,1,0,0,0,136.62,3,0
3,0,0,1,1,0,4,48,9,1,0,0,0,142.2,2,0
2,0,1,1,0,0,4,0,8,1,0,0,0,96.6,1,0
2,0,1,2,1,0,4,157,5,1,0,0,0,114.3,2,1
2,0,2,0,1,0,1,49,9,1,0,0,0,109.8,3,0
2,0,0,3,1,0,1,106,5,1,0,0,0,108.3,0,1
2,0,3,10,1,0,1,5,8,1,0,0,0,98.62,2,1
1,0,0,3,1,0,1,166,11,0,0,0,0,110.0,0,1
2,0,1,3,0,0,1,195,7,1,0,0,0,80.75,0,1
1,0,0,3,1,0,1,151,1,0,0,0,0,80.0,0,0
2,0,2,1,2,0,1,110,7,0,0,0,0,94.5,0,1
2,1,2,5,2,0,1,186,8,1,0,0,0,164.25,2,1
2,0,2,1,1,0,1,271,12,0,0,0,0,87.3,0,0
2,0,1,2,1,0,1,168,4,0,0,0,0,85.0,0,1
2,0,0,1,1,0,5,0,10,4,0,0,0,0.0,1,0
2,0,1,2,1,0,1,84,5,1,0,0,0,126.9,0,1
2,0,2,1,2,0,1,96,7,0,0,0,0,94.5,0,0
1,0,0,2,1,0,1,1,9,0,1,1,0,98.1,0,0
2,0,2,5,1,0,1,28,9,0,0,0,0,90.51,0,0
2,0,2,5,1,0,1,97,9,1,0,0,0,135.9,0,1
3,0,0,1,1,0,4,13,6,1,0,0,0,177.0,0,0
2,0,0,3,1,0,1,41,12,0,0,0,0,118.0,0,0
1,0,0,1,1,0,1,3,1,2,0,0,0,66.0,0,0
2,0,2,5,1,0,1,189,8,1,0,0,0,99.45,1,1
2,0,2,1,0,0,1,67,4,1,0,0,0,85.5,0,1
2,0,2,5,0,0,1,107,12,1,0,0,0,76.69,1,0
2,0,0,2,1,0,1,88,10,2,0,0,0,90.0,1,0
2,0,2,3,1,0,1,181,8,1,0,0,0,99.45,1,1
2,1,1,2,1,0,1,4,3,1,0,0,0,127.0,0,1
2,0,0,3,0,0,1,65,9,1,0,0,0,125.1,1,0
3,0,1,4,1,0,4,186,8,1,0,0,0,130.05,1,1
1,0,0,1,1,0,1,6,11,2,0,0,0,109.65,0,0
2,2,2,1,1,0,6,32,9,1,0,0,0,197.7,2,0
2,0,2,5,1,0,1,101,7,1,0,0,0,114.3,0,1
1,0,0,1,1,0,1,1,8,4,0,0,0,6.0,0,0
1,0,0,3,1,0,1,166,11,0,0,0,0,110.0,0,1
3,0,0,1,1,0,4,118,7,1,0,0,0,137.7,1,0
2,0,1,4,1,0,1,54,2,1,0,0,0,75.95,1,0
2,0,0,3,1,0,4,1,9,0,0,0,0,75.0,0,0
1,0,2,2,1,0,1,163,6,0,0,0,0,100.0,0,1
2,0,2,4,1,0,4,25,9,1,0,0,0,118.15,1,0
3,0,2,0,1,0,4,45,5,1,0,0,0,168.3,0,1
2,0,2,1,1,0,1,19,12,1,1,1,0,69.0,0,0
3,0,0,2,1,0,4,38,3,1,0,0,0,168.3,1,0
1,0,0,3,1,0,1,71,6,0,0,0,0,120.0,0,0
2,0,2,5,0,0,1,47,11,1,0,0,0,74.8,1,1
1,0,2,4,1,0,1,69,6,0,0,0,0,120.0,0,1
1,0,2,6,1,0,1,60,3,1,0,0,0,63.75,0,1
2,0,0,2,2,0,1,39,8,0,0,0,0,109.0,0,0
2,0,2,3,0,0,1,95,4,1,0,0,0,77.35,0,1
2,0,2,2,0,0,1,15,8,1,0,0,0,129.0,1,1
1,0,2,0,1,0,1,13,9,1,0,0,0,87.78,1,0
2,0,2,2,0,0,1,162,8,1,0,0,0,80.75,0,1
2,0,2,5,1,0,1,181,8,1,0,0,0,72.75,1,0
2,0,0,3,1,0,1,146,12,0,0,0,0,85.0,0,0
1,0,1,2,1,0,1,8,2,1,0,0,0,85.0,0,1
2,0,1,2,1,0,1,237,9,1,0,0,0,89.25,0,1
2,1,2,1,1,0,1,34,8,1,0,0,0,152.1,0,0
2,0,2,3,1,0,1,129,8,1,0,0,0,80.5,1,0
2,0,2,2,1,0,1,136,9,0,0,0,0,80.75,0,0
2,0,0,3,1,0,1,41,3,1,0,0,0,117.6,0,0
1,0,0,3,1,0,1,176,9,0,0,0,0,116.1,0,1
1,0,1,2,1,0,1,118,6,0,0,0,0,110.0,0,0
1,0,1,2,1,0,1,3,12,2,0,0,0,79.0,0,0
1,0,1,3,1,0,1,4,1,0,0,0,0,63.8,0,0
2,0,0,2,0,0,1,11,12,1,0,0,0,91.5,0,0
2,0,1,0,1,0,1,12,10,0,0,0,0,72.0,0,0
3,0,0,3,1,0,4,22,11,1,0,0,0,118.58,1,0
2,0,2,6,1,0,1,243,9,0,0,0,0,80.75,0,0
1,0,0,1,1,0,1,0,1,1,0,0,0,73.9,1,0
2,0,0,2,1,0,4,26,4,1,0,0,0,142.0,0,1
3,0,2,1,1,0,4,29,9,1,0,0,0,154.93,2,0
2,0,0,2,1,0,1,55,3,1,0,0,0,84.8,1,0
2,0,0,4,1,0,1,270,4,0,0,0,0,80.0,0,0
2,0,2,5,2,0,1,277,9,0,0,0,0,89.14,1,0
0,2,2,2,1,0,2,31,9,1,0,0,0,124.25,2,0
1,0,0,1,1,0,1,0,1,1,0,0,0,85.0,0,0
2,0,0,3,1,1,1,51,3,1,0,0,0,90.9,1,0
2,0,0,3,1,0,4,8,6,1,0,0,0,159.33,1,1
2,0,0,2,0,0,1,36,9,1,0,0,0,99.0,2,0
2,0,2,1,1,0,1,62,5,0,0,0,0,95.88,0,1
2,0,0,2,1,0,4,58,12,1,0,0,0,127.0,0,0
2,0,1,2,0,1,1,47,2,1,0,0,0,81.5,1,0
1,0,0,2,1,0,1,41,10,1,0,0,0,113.0,0,0
2,0,2,4,0,0,1,77,7,1,0,0,0,94.5,0,1
2,0,1,3,1,0,1,37,9,1,0,0,0,145.8,2,0
2,0,1,2,1,0,1,95,3,0,0,0,0,58.0,1,0
2,0,0,2,0,0,1,15,2,1,0,0,0,79.0,0,1
1,0,1,0,1,1,1,3,6,2,1,0,3,65.0,0,0
2,0,1,2,1,0,1,42,11,1,0,0,0,121.33,4,0
2,0,0,2,1,0,4,11,12,4,0,0,0,0.0,1,0
2,0,0,3,1,0,1,4,1,1,1,11,4,80.3,1,0
1,0,0,3,1,0,1,71,9,2,0,0,0,90.0,0,0
2,0,0,3,1,0,1,163,9,0,0,0,0,110.0,0,1
2,0,2,2,1,0,1,3,1,1,1,11,10,80.1,1,0
2,0,2,7,1,0,1,106,8,1,0,0,0,76.5,1,0
1,0,2,0,2,0,1,386,10,0,0,0,0,90.0,0,0
2,1,0,4,1,0,1,98,11,1,0,0,0,106.2,1,0
2,0,0,2,1,0,1,245,6,0,0,0,0,75.0,0,1
2,1,0,3,1,0,1,90,7,1,0,0,0,130.5,1,0
2,0,1,3,1,0,1,30,10,1,0,0,0,139.28,0,1
2,0,0,3,1,0,4,29,10,0,0,0,0,75.0,0,0
2,0,1,3,1,0,4,0,9,1,0,0,0,155.0,1,0
1,0,0,1,1,0,1,2,1,2,0,0,0,66.0,0,0
2,0,2,4,1,0,1,21,2,1,0,0,0,93.0,1,0
2,0,0,1,0,0,1,0,10,1,0,0,0,114.0,1,0
3,0,1,3,1,0,4,93,6,1,0,0,0,143.23,0,1
2,0,2,1,2,0,1,145,8,0,0,0,0,94.5,0,1
2,0,0,2,1,0,1,52,2,1,0,0,0,78.3,1,1
1,0,0,1,1,0,4,0,8,1,0,0,0,128.0,0,0
2,0,0,3,1,0,4,144,9,1,0,0,0,149.4,2,0
1,0,0,1,0,0,1,2,3,1,0,0,0,89.0,0,0
2,0,0,1,1,0,1,53,4,1,0,0,0,90.9,0,1
3,0,2,5,1,0,4,91,7,1,0,0,0,146.7,0,0
2,0,0,1,0,0,1,2,12,1,0,0,0,67.5,1,0
2,0,1,2,0,0,1,2,8,1,0,0,0,169.33,0,0
2,0,0,2,1,0,1,112,6,0,0,0,0,100.0,0,0
1,0,1,0,0,0,1,8,9,1,0,0,0,129.0,0,0
2,0,4,5,0,0,1,9,9,1,0,0,0,169.11,0,0
3,0,2,2,1,0,4,99,7,1,0,0,0,146.7,0,1
2,0,0,4,1,0,4,62,10,1,0,0,0,111.6,1,1
3,0,0,2,1,0,1,11,9,1,0,0,0,159.0,1,0
2,0,2,1,2,0,1,12,2,1,0,0,0,129.0,0,1
3,0,2,2,1,0,4,50,7,1,0,0,0,142.2,0,0
2,0,0,4,1,0,1,134,4,0,0,0,0,71.0,1,0
2,0,1,2,1,0,1,124,5,1,0,0,0,110.1,1,0
2,0,1,0,0,0,1,18,9,1,0,0,0,129.0,1,1
2,0,1,1,0,0,1,71,4,1,0,0,0,85.5,0,0
2,0,0,1,1,1,1,6,8,1,0,0,0,98.0,0,0
2,0,2,1,0,0,1,48,3,1,0,0,0,69.5,1,0
2,0,2,1,1,0,1,37,9,0,0,0,0,85.5,0,0
1,0,2,1,1,0,1,116,2,0,0,0,0,61.0,0,1
2,0,0,1,0,0,1,3,10,1,0,0,0,87.78,0,0
2,0,0,2,1,0,1,32,11,0,0,0,0,85.0,0,0
2,0,0,2,1,0,1,31,2,2,0,0,0,81.5,0,0
2,0,2,2,1,0,1,94,3,1,0,0,0,73.95,0,1
3,0,2,2,1,0,1,19,3,1,0,0,0,172.0,0,1
1,0,0,1,1,0,1,5,10,2,0,0,0,105.0,0,0
2,0,0,1,1,0,1,73,10,0,0,0,0,72.0,0,0
3,0,0,4,1,0,4,99,8,1,0,0,0,150.3,0,1
3,0,2,5,1,0,4,19,4,1,0,0,0,150.43,2,1
2,0,0,1,1,0,1,4,8,1,0,0,0,121.6,0,1
2,0,2,3,1,0,1,25,7,0,0,0,0,85.0,0,0
2,0,0,2,1,0,1,17,10,0,0,0,0,48.0,0,0
3,0,0,3,1,0,4,63,8,1,0,0,0,168.3,0,0
2,0,0,3,0,0,2,211,5,1,0,0,0,68.69,0,1
2,0,1,3,1,0,1,116,5,1,0,0,0,136.0,1,1
1,0,3,5,0,0,1,275,10,1,0,0,0,91.69,0,1
2,0,0,4,1,0,1,270,4,0,0,0,0,62.8,0,1
3,0,1,1,1,0,4,6,9,1,0,0,0,169.93,1,0
